Energy CP 	 ICP 	 Energy CN 	 ICN 	 FCP 	 FCN 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
737.977706	 0.096843	 738.151739	 0.097931	 0.000000	 0.000000	 -0.001088	 0.000000	 -0.005586	 nan
738.202363	 0.097433	 738.372022	 0.098594	 0.000000	 0.000000	 -0.001161	 0.000000	 -0.005921	 nan
738.425623	 0.098127	 738.598098	 0.099288	 0.000000	 0.000000	 -0.001160	 0.000000	 -0.005878	 nan
738.646952	 0.098804	 738.812566	 0.099783	 0.000000	 0.000000	 -0.000979	 0.000000	 -0.004930	 nan
738.863219	 0.099439	 739.024441	 0.100333	 0.000000	 0.000000	 -0.000894	 0.000000	 -0.004473	 nan
739.071460	 0.099942	 739.232123	 0.100992	 0.000000	 0.000000	 -0.001050	 0.000000	 -0.005227	 nan
739.284605	 0.100618	 739.439744	 0.101619	 0.000000	 0.000000	 -0.001001	 0.000000	 -0.004949	 nan
739.496274	 0.101213	 739.650201	 0.102170	 0.000000	 0.000000	 -0.000957	 0.000000	 -0.004707	 nan
739.704870	 0.101895	 739.860481	 0.102723	 0.000000	 0.000000	 -0.000829	 0.000000	 -0.004050	 nan
739.912516	 0.102442	 740.050272	 0.103219	 0.000000	 0.000000	 -0.000777	 0.000000	 -0.003779	 nan
740.099727	 0.102799	 740.210776	 0.103605	 0.000000	 0.000000	 -0.000806	 0.000000	 -0.003906	 nan
740.263037	 0.103220	 740.337511	 0.103825	 0.000000	 0.000000	 -0.000604	 0.000000	 -0.002917	 nan
