Energy LH 	 ILH 	 Energy LV 	 ILV 	 FLH 	 FLV 	 IXMCD 	 FXMCD 	 IXMCDR 	 FXMCDR 
733.989603	 0.091376	 733.715210	 0.067808	 0.000000	 0.000000	 0.023568	 0.000000	 0.148053	 nan
734.199678	 0.092497	 733.929617	 0.068595	 0.000000	 0.000000	 0.023901	 0.000000	 0.148372	 nan
734.394008	 0.093374	 734.136513	 0.069532	 0.000000	 0.000000	 0.023842	 0.000000	 0.146352	 nan
734.594159	 0.094338	 734.319209	 0.070459	 0.000000	 0.000000	 0.023879	 0.000000	 0.144899	 nan
734.805160	 0.095444	 734.542834	 0.071296	 0.000000	 0.000000	 0.024148	 0.000000	 0.144824	 nan
735.021130	 0.096572	 734.732969	 0.071927	 0.000000	 0.000000	 0.024646	 0.000000	 0.146265	 nan
735.226704	 0.097413	 734.941483	 0.072869	 0.000000	 0.000000	 0.024544	 0.000000	 0.144135	 nan
735.433504	 0.098297	 735.152042	 0.073802	 0.000000	 0.000000	 0.024495	 0.000000	 0.142331	 nan
735.642467	 0.099341	 735.358744	 0.074609	 0.000000	 0.000000	 0.024731	 0.000000	 0.142175	 nan
735.860564	 0.100353	 735.587034	 0.075438	 0.000000	 0.000000	 0.024915	 0.000000	 0.141732	 nan
736.087695	 0.101313	 735.782680	 0.076307	 0.000000	 0.000000	 0.025006	 0.000000	 0.140782	 nan
736.298081	 0.102149	 736.003499	 0.077126	 0.000000	 0.000000	 0.025023	 0.000000	 0.139582	 nan
736.505654	 0.102747	 736.218354	 0.077889	 0.000000	 0.000000	 0.024858	 0.000000	 0.137614	 nan
736.711230	 0.103609	 736.430107	 0.078363	 0.000000	 0.000000	 0.025246	 0.000000	 0.138738	 nan
736.923614	 0.104446	 736.657061	 0.079026	 0.000000	 0.000000	 0.025421	 0.000000	 0.138554	 nan
737.138587	 0.105294	 736.847108	 0.079744	 0.000000	 0.000000	 0.025550	 0.000000	 0.138078	 nan
737.347452	 0.105661	 737.054286	 0.080439	 0.000000	 0.000000	 0.025222	 0.000000	 0.135528	 nan
