Temperature 	 Sum 	  Maxval 	 R 
365.11	 3.17216e+09	 2840	 0.706301
365.07	 3.17336e+09	 2713	 0.705145
365.01	 3.17288e+09	 2614	 0.704519
364.95	 3.1726e+09	 3298	 0.705715
364.9	 3.17352e+09	 2753	 0.705961
364.84	 3.17412e+09	 2714	 0.706286
364.78	 3.17251e+09	 2741	 0.704144
364.74	 3.17339e+09	 2516	 0.706505
364.67	 3.17471e+09	 2634	 0.706981
364.24	 3.17467e+09	 2804	 0.706464
364.18	 3.17207e+09	 2775	 0.704507
364.11	 3.17288e+09	 2837	 0.703555
364.06	 3.17175e+09	 2674	 0.704574
364	 3.17147e+09	 2530	 0.706407
363.96	 3.17281e+09	 2552	 0.705068
363.9	 3.17189e+09	 3052	 0.705435
363.84	 3.1702e+09	 2706	 0.705567
363.8	 3.16981e+09	 2743	 0.705927
363.74	 3.17149e+09	 2754	 0.704815
363.69	 3.17045e+09	 3055	 0.706419
363.64	 3.17135e+09	 2482	 0.705211
363.58	 3.17267e+09	 2703	 0.7048
363.53	 3.17163e+09	 3055	 0.707869
363.47	 3.17224e+09	 2930	 0.705543
363.43	 3.17138e+09	 2642	 0.706276
363.37	 3.17262e+09	 2637	 0.704607
363.31	 3.17273e+09	 2663	 0.707725
363.27	 3.17266e+09	 2811	 0.704682
363.21	 3.17206e+09	 2725	 0.706647
363.17	 3.17172e+09	 2594	 0.70682
363.11	 3.17252e+09	 2993	 0.704649
363.05	 3.17401e+09	 2965	 0.705765
363.01	 3.17225e+09	 2936	 0.706394
362.95	 3.17158e+09	 2789	 0.707447
362.91	 3.17049e+09	 3143	 0.70455
362.85	 3.17179e+09	 2985	 0.705703
362.79	 3.17372e+09	 2614	 0.706666
362.75	 3.17381e+09	 2883	 0.706522
362.69	 3.17319e+09	 2693	 0.706523
362.65	 3.17171e+09	 2670	 0.705384
362.59	 3.1718e+09	 2604	 0.705051
362.54	 3.17312e+09	 2724	 0.706864
362.49	 3.17305e+09	 2461	 0.705054
362.44	 3.17148e+09	 2967	 0.7063
362.39	 3.17242e+09	 2497	 0.706877
362.34	 3.17247e+09	 2771	 0.707304
362.28	 3.17127e+09	 2442	 0.704908
362.24	 3.17143e+09	 2676	 0.704431
362.18	 3.17043e+09	 2665	 0.707038
362.14	 3.16891e+09	 2564	 0.706079
362.08	 3.1689e+09	 2417	 0.705035
362.02	 3.16912e+09	 2691	 0.707737
361.98	 3.16845e+09	 2555	 0.705851
361.93	 3.16856e+09	 2539	 0.706219
